관리청명,적설취약구간명,시점 위도,시점 경도,종점 위도,종점 경도,도로분류명,도로취약유형명,총도로길이_km
경기도 평택시,도시계획도로,36.994543,127.0793732,36.994543,127.0793732,시도,지하차도,0.3
경기도 평택시,비법정도로,37.0243063,127.142444,37.0222923,127.1501835,시도,고갯길,0.7
경기도 평택시,도시계획도로,37.0057485,127.1296069,37.0121002,127.1306207,시도,고갯길,0.83
경기도 평택시,도시계획도로,36.9934535,127.0824316,36.9934535,127.0824316,시도,지하차도,0.21
경기도 평택시,도시계획도로,37.0245955,127.0408669,37.0245955,127.0408669,시도,지하차도,0.05
경기도 김포시,마을안길,37.7167011,126.5894958,37.7199634,126.5854779,지방도,기타,0.5
서울특별시 성북구,보문로,37.5842978,127.0133346,37.5842978,127.0133346,구도,고갯길,0.24
서울특별시 마포구,성암로7길,37.569203,126.9060556,37.569203,126.9060556,구도,급경사,0.04
서울특별시 도봉구,도봉로121길,37.6523454,127.035016,37.65294,127.0333158,구도,고갯길,0.2
서울특별시 강동구,아리수로,33.5562,127.131,33.5587,127.1441,시도,고갯길,1.2
서울특별시 도봉구,우이천로48길,37.6553579,127.0188512,37.6553579,127.0188512,구도,고갯길,0.05
서울특별시 도로사업소 강서도로사업소 도로보수과,성산대교 남단램프,37.5473631,126.8880303,37.5468552,126.8863783,시도,램프,890
서울특별시 노원구 안전교통건설국 토목과,수락산로(수락산로 터널),37.6680593,127.0644428,37.66848,127.0624503,구도,급경사,0.15
경기도 평택시 송탄출장소,복창고가도,37.072287,127.0546576,37.072287,127.0546576,시도,고가도로,0.02
경기도 김포시,이면도로,37.6193918,126.7098875,37.6205859,126.7113411,지방도,기타,0.23
경기도 김포시,이면도로,37.6176586,126.7144482,37.6180773,126.7146104,지방도,기타,0.09
경기도 김포시,마을안길,37.6073753,126.7809354,37.6073753,126.7809354,지방도,기타,0.08
경기도 김포시,이면도로,37.6074538,126.7106362,37.6074538,126.7106362,지방도,기타,0.47
서울특별시 성북구,종암로,37.5995986,127.0329722,37.6000733,127.0312238,구도,고갯길,0.17
서울특별시 성북구,길음로,37.6039207,127.0204896,37.6047562,127.0196892,구도,고갯길,0.17
서울특별시 성북구,솔샘로,37.6203889,127.0062039,37.6174792,127.006354,구도,고갯길,0.1
서울특별시 도로사업소 서부도로사업소 도로보수과,양화대교 북단램프,37.5471889,126.9071501,37.5464542,126.9101452,특별시도·광역시도,램프,0.76
서울특별시 용산구,효창원로,37.5468181,126.9635252,37.5475098,126.96349,구도,기타,0.15
서울특별시 도로사업소 서부도로사업소 도로보수과,삼일대로,37.5555646,126.9930178,37.5550419,126.99331,특별시도·광역시도,기타,0.12
경기도 평택시 송탄출장소,송탄역진입고가도,37.0745778,127.0552178,37.0746031,127.0529735,시도,고가도로,0.18
전북특별자치도 김제시,봉남로,35.7907395,126.9004235,35.7898092,126.9025208,지방도,교량,0.3
전북특별자치도 장수군,지마재,35.7832678,127.6094042,35.7970281,127.619608,지방도,고갯길,4.5
서울특별시 서대문구,북아현로1나길,37.5589642,126.951433,37.5589642,126.951433,구도,급경사,0.13
서울특별시 광진구,용마산로22길,37.5650352,127.0883493,37.5662806,127.0883138,구도,고갯길,76
서울특별시 서초구 안전건설국 도로과,신반포로,37.5112723,127.019318,37.5114625,127.0195902,구도,지하차도,0.07
서울특별시 성북구,보문사길,37.5841924,127.0174565,37.5846326,127.0180278,구도,고갯길,0.05
서울특별시 성북구,정릉로,37.6064425,127.0013882,37.6063525,127.0008948,구도,고갯길,0.04
서울특별시 서대문구,명지길33,37.5795875,126.9297248,37.578433,126.9307971,구도,급경사,0.17
서울특별시 마포구,"신촌로26길, 고산2길",37.5553802,126.9428029,37.5549057,126.9427638,구도,급경사,0.14
서울특별시 마포구,신수로,37.5498485,126.9343711,37.5497991,126.93522,구도,급경사,0.12
서울특별시 마포구,월드컵북로30길,37.5688915,126.9069497,37.5690153,126.9073382,구도,급경사,0.08
경기도 김포시,마을안길,37.6246908,126.7023423,37.624385,126.7030105,지방도,기타,0.06
경기도 김포시,마을안길,37.62529,126.7041399,37.6248712,126.704654,지방도,기타,0.07
경기도 김포시,마을안길,37.6209904,126.7054027,37.621566,126.7031473,지방도,기타,0.2
서울특별시 종로구,홍지문길,37.6062387,126.9578325,37.6045587,126.9570606,구도,급경사,0.21
서울특별시 마포구,숭문6길,37.5500084,126.947178,37.5495191,126.9480847,구도,급경사,0.08
서울특별시 성북구,정릉로,37.6088841,126.9995572,37.6112664,126.9998302,구도,고갯길,0.17
서울특별시 마포구,환일길 일대,37.5567051,126.9598266,37.5558405,126.960603,구도,급경사,0.14
서울특별시 마포구,삼개로,37.5373529,126.9475609,37.5373529,126.9475609,구도,급경사,0.23
서울특별시 마포구,환일길,37.5515739,126.9621581,37.552519,126.9615119,구도,급경사,0.13
경기도 김포시,이면도로,37.6196314,126.7124257,37.6186309,126.7124425,지방도,기타,0.3
서울특별시 서대문구,서대문구청주변(연희로248),37.5792073,126.9362844,37.5791341,126.9382349,구도,급경사,0.2
서울특별시 성북구,정릉로,37.6064537,126.9987942,37.6059757,126.9968107,구도,고갯길,0.3
서울특별시 강동구,구천면로,37.5491,127.1562,37.5496984,127.1585017,구도,고갯길,0.4
서울특별시 종로구,홍지문길,37.5926417,126.9659835,37.5930106,126.9661914,구도,급경사,0.1
서울특별시 성북구,북악산로,37.606189,126.9874191,37.6017471,127.0003836,구도,고갯길,1.7
서울특별시 마포구,환일길 일대,37.5567051,126.9598266,37.5558405,126.960603,구도,급경사,0.06
서울특별시 마포구,마포대로7길,37.5487618,126.9504591,37.5484453,126.9507497,구도,급경사,0.09
서울특별시 마포구,큰우물로2길,37.5427101,126.941338,37.5427101,126.941338,구도,급경사,0.17
서울특별시 마포구,대흥로24길,37.5545208,126.946656,37.554747,126.9481799,구도,급경사,0.16
경기도 김포시,이면도로,37.6165983,126.7137693,37.6165983,126.7137693,지방도,기타,0.15
서울특별시 마포구,새창로8길,37.5394259,126.9538604,37.5394259,126.9538604,구도,급경사,0.13
서울특별시 광진구,영화사로16가길,37.5544721,127.0947481,37.5540892,127.096337,구도,고갯길,0.17
서울특별시 광진구,자양로52길,37.5534282,127.0951795,37.5536444,127.0954114,구도,고갯길,0.05
서울특별시 도로사업소 강서도로사업소 도로보수과,성산대교 남단,37.5468917,126.8863637,37.5462656,126.8862305,시도,램프,0.2
서울특별시 마포구,마포대로24길,37.5543605,126.9579519,37.5539604,126.9590504,구도,급경사,0.13
경기도 김포시,이면도로,37.603385,126.7166042,37.603385,126.7166042,지방도,기타,0.18
서울특별시 강동구,동남로82길,37.5606783,127.1585698,37.5606446,127.1621289,구도,고갯길,0.12
서울특별시 광진구 교통건설국 도로과,영화사로,37.5526721,127.0995665,37.5530642,127.0986175,구도,급경사,0.08
서울특별시 중구,퇴계로88다길,37.5617659,127.0204622,37.5614652,127.0205946,구도,고갯길,0.04
서울특별시 중구,퇴계로90길,37.5621822,127.02208,37.5621868,127.0228603,구도,고갯길,0.1
서울특별시 중구,동호로17길,37.5555883,127.0065824,37.5554969,127.0073481,구도,고갯길,0.12
서울특별시 중구,중림로2길,37.5588926,126.9636897,37.5577091,126.9634639,구도,급경사,0.17
서울특별시 중구,만리재로37길,37.5570884,126.9660963,37.5568726,126.9653045,구도,급경사,0.13
서울특별시 마포구,월드컵북로,37.5690622,126.9054687,37.5690622,126.9054687,구도,급경사,0.1
서울특별시 마포구,"성미산로5안길, 월드컵북로15안길",37.5611691,126.9104967,37.5623039,126.9106805,구도,급경사,0.2
서울특별시 서대문구,북가좌동360-2(증가로24나길35),37.5822279,126.9154419,37.5817415,126.9155447,구도,급경사,0.1
서울특별시 서대문구,증가로28길,37.5842828,126.9147558,37.5839861,126.9154228,구도,급경사,0.8
서울특별시 서대문구,모래내로28길,37.5858136,126.9467128,37.5858136,126.9467128,구도,급경사,0.6
서울특별시 광진구,능동로55길,37.5681695,127.0853111,37.5681369,127.0851842,구도,고갯길,0.06
서울특별시 도로사업소 동부도로사업소,"아천IC B,C,D,G램프",37.5716663,127.1294475,37.5742777,127.1286142,시도,램프,1.1
경기도 김포시,이면도로,37.6080778,126.7221101,37.6080778,126.7221101,지방도,기타,0.19
서울특별시 종로구,지봉로11길,37.5768759,127.0135632,37.5769861,127.0152315,구도,급경사,0.07
서울특별시 종로구,평창4길,37.608827,126.9628385,37.6097173,126.9631047,구도,급경사,0.09
서울특별시 서초구 안전건설국 도로과,헌릉로(염곡 IC),37.4604295,127.0522446,37.4604295,127.0522446,시도,고갯길,0.03
국토교통부 서울지방국토관리청 의정부국토관리사무소 도로안전운영과,47호선,37.9666565,127.3144482,37.9665386,127.3144079,일반국도,기타,4
서울특별시 용산구,독서당로,37.5355183,127.0110993,37.5356523,127.0108529,구도,기타,0.08
서울특별시 도로사업소 동부도로사업소,올림픽대교 남단 PH3,37.531194,127.1106264,37.5323423,127.1103405,시도,램프,0.14
경기도 김포시,이면도로,37.6094026,126.7154434,37.6094026,126.7154434,지방도,기타,0.43
서울특별시 서대문구,외국어학교진입로(연희로22길),37.5708648,126.9345143,37.5708648,126.9345143,구도,급경사,0.18
서울특별시 광진구,아차산로78길,37.5497388,127.1096864,37.5495803,127.110025,구도,고갯길,0.14
서울특별시 광진구 교통건설국,능동로 59길,37.5688076,127.0845713,37.5688206,127.0856569,구도,급경사,0.05
경기도 김포시,이면도로,37.6006003,126.7188515,37.6006003,126.7188515,지방도,기타,0.11
서울특별시 중구,동호로25가길,37.5597042,127.0007342,37.5584641,127.0015713,구도,급경사,0.2
서울특별시 중구,동호로11나길,37.5529306,127.0045306,37.552617,127.0052199,구도,고갯길,0.14
서울특별시 강동구,구천면로,37.5497372,127.1589276,37.5502599,127.1610948,구도,고갯길,0.17
서울특별시 서초구 안전건설국 도로과,양재천 우안도로,37.4684008,127.0302942,37.4734621,127.0357497,시도,지하차도,0.35
서울특별시 도로사업소 강서도로사업소 도로보수과,성상대교 남단,37.5467473,126.8876515,37.546072,126.8869757,시도,램프,0.2
서울특별시 광진구 교통건설국 도로과,능동로 32길,37.5538977,127.0791533,37.5537204,127.0790533,구도,급경사,0.05
서울특별시 중구,동호로25가길,37.5587736,127.0024269,37.5585408,127.0022172,구도,고갯길,0.05
서울특별시 광진구 교통건설국,용마산로28다길,37.5677586,127.0890297,37.568053,127.089341,구도,급경사,0.07
서울특별시 마포구,효창목4길,37.5473239,126.9593874,37.5478376,126.9599331,구도,급경사,0.26
서울특별시 마포구,신수로,37.5438961,126.9340995,37.544217,126.934318,구도,급경사,0.04
서울특별시 도로사업소 강서도로사업소 도로보수과,구로ic,37.4858776,126.8773684,37.4860646,126.8795927,시도,램프,0.15
서울특별시 종로구,창덕궁길,37.583377,126.9853829,37.5831356,126.9890296,구도,급경사,0.3
서울특별시 광진구 교통건설국 도로과,광장로,37.5440023,127.097383,37.5439343,127.0990287,구도,급경사,0.2
서울특별시 광진구 교통건설국 도로과,아차산로 73길,37.5459472,127.1044566,37.5458145,127.1047116,구도,급경사,30
서울특별시 중구,동호로17길 133,37.5531862,127.0045921,37.5530684,127.004938,구도,고갯길,0.06
서울특별시 광진구 교통건설국,광장로,37.5445232,127.0982457,37.5445232,127.0982457,구도,급경사,0.2
서울특별시 도로사업소 동부도로사업소,"아천IC E,H램프",37.5718284,127.1255626,37.5736847,127.12788,시도,램프,1.02
서울특별시 중구,만리재로21길,37.5528523,126.963224,37.5530638,126.9631788,구도,고갯길,0.06
서울특별시 중구,동호로11라길,37.5519119,127.0050894,37.551401,127.0046129,구도,고갯길,0.07
서울특별시 중구,동호로11마길,37.5510259,127.0061742,37.550718,127.0048096,구도,고갯길,0.2
서울특별시 마포구,성산로4길,37.5637867,126.9084722,37.5637867,126.9084722,구도,급경사,0.08
서울특별시 성북구,길음로,37.6046333,127.0198631,37.6057469,127.0218948,구도,고갯길,0.19
서울특별시 성북구,정릉로,37.6015882,127.0245217,37.6009968,127.0247241,구도,고갯길,0.17
서울특별시 서대문구,통일로48나길,37.5644718,126.9636418,37.5644718,126.9636418,구도,급경사,0.27
서울특별시 서대문구,연세로4길,37.5570506,126.9370892,37.5570506,126.9370892,구도,급경사,0.94
서울특별시 성북구,삼선교로16길,37.5823272,127.0114689,37.5823272,127.0114689,구도,고갯길,0.09
서울특별시 성북구,성북로31길,37.5950229,126.9900728,37.5917249,126.9897174,구도,고갯길,0.64
서울특별시 강동구,성안로31길,37.5404581,127.136479,37.5407059,127.1353969,구도,고갯길,0.16
서울특별시 광진구,영화사로9가길,37.5561333,127.094986,37.5564521,127.094663,구도,고갯길,0.07
서울특별시 광진구,자양로39길,37.5491246,127.0884125,37.5493395,127.0880822,구도,고갯길,0.06
서울특별시 종로구,명륜길,37.5908194,126.9930491,37.5911656,126.9927688,구도,급경사,0.06
서울특별시 종로구,홍지문길,37.5999633,126.9573442,37.6010479,126.9565924,구도,급경사,0.13
서울특별시 노원구 안전교통건설국 토목과,월계어린이공원,37.6202268,127.0610928,37.6206276,127.062717,구도,급경사,0.17
서울특별시 용산구,두텁바위로69길,37.5516266,126.9807732,37.5508041,126.9798002,구도,기타,0.12
서울특별시 종로구,율곡로19길,37.576324,127.0062284,37.5772543,127.0073943,구도,급경사,0.17
서울특별시 마포구,백범로25길,37.5501665,126.9481473,37.5501665,126.9481473,구도,급경사,0.1
서울특별시 광진구 교통건설국 도로과,자양번영로8길,37.5342897,127.0762597,37.5344736,127.0763253,구도,급경사,0.02
서울특별시 중구,동호로17길,37.5531862,127.0045921,37.5530684,127.004938,구도,고갯길,0.06
서울특별시 중구,동호로5길,37.5518963,127.0124087,37.5505502,127.0125294,구도,고갯길,0.15
서울특별시 중구,동호로15길,37.5540676,127.0075325,37.5540936,127.0064944,구도,고갯길,0.12
서울특별시 중구,동호로11바길,37.5505177,127.0062966,37.5501628,127.0059191,구도,급경사,0.04
서울특별시 종로구,평창11길,37.6096228,126.966382,37.6103124,126.966961,구도,급경사,0.08
서울특별시 종로구,자하문로35길,37.5891362,126.9677196,37.5881418,126.9691429,구도,급경사,0.48
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.4918263,127.0977945,37.4901575,127.1041937,시도,램프,0.47
서울특별시 도로사업소 강서도로사업소 도로보수과,성산대교 북단램프,37.5581511,126.8947748,37.5572037,126.8946573,시도,램프,520
서울특별시 서대문구,통일로39길일대(통일로39다길23-1~109),37.5865628,126.9421476,37.5865628,126.9421476,구도,급경사,0.2
서울특별시 성북구,정릉로,37.6001602,127.0245164,37.5989685,127.0224474,구도,고갯길,0.43
서울특별시 서대문구,문화촌길,37.5927308,126.9476885,37.5927308,126.9476885,구도,급경사,0.37
서울특별시 성북구,솔샘로5길,37.6111107,127.0012766,37.6114017,127.000886,구도,고갯길,0.07
서울특별시 중구,필동로8길,37.5564233,126.9934691,37.5559971,126.993329,구도,고갯길,0.06
서울특별시 중구,동호로17다길,37.5541402,127.0053972,37.5537683,127.0052791,구도,급경사,0.07
서울특별시 중구,동호로8길,37.5537671,127.0124206,37.5530676,127.0139511,구도,고갯길,0.15
서울특별시 중구,다산로44길,37.5649119,127.0222834,37.5646855,127.0236179,구도,고갯길,0.14
서울특별시 종로구,지봉로,37.5779085,127.015008,37.5785413,127.0127767,시도,급경사,0.06
서울특별시 중구,소공로6가길,37.5584542,126.9839215,37.5572954,126.9842829,구도,고갯길,0.14
서울특별시 종로구,창의문로9길,37.5922478,126.9617471,37.5923865,126.9613919,구도,급경사,0.07
서울특별시 용산구,장문로,37.5282411,127.0057504,37.5281302,127.0047191,구도,기타,0.1
서울특별시 성북구,정릉로24길,37.6044273,127.0087605,37.6044273,127.0087605,구도,고갯길,0.07
서울특별시 광진구,용마산로22길,37.5633933,127.0872267,37.5635782,127.0884449,구도,고갯길,0.26
서울특별시 광진구,영화사로13길,37.5548513,127.0936575,37.555933,127.0952675,구도,고갯길,0.22
서울특별시 노원구 안전교통건설국 토목과,덕릉고개,37.6749813,127.0864869,37.6774043,127.092032,구도,고갯길,0.8
서울특별시 중구,난계로10길,37.5631277,127.02426,37.5631141,127.0257418,구도,고갯길,0.1
서울특별시 중구,동호로17가길,37.5562074,127.0074596,37.5554969,127.0073481,구도,고갯길,0.09
서울특별시 종로구,자하문로35길,37.5884211,126.9679726,37.5886348,126.9685066,구도,급경사,0.12
서울특별시 종로구,홍지문2길,37.6010479,126.9565924,37.6009995,126.9559498,구도,급경사,0.61
서울특별시 용산구,효창원로13길,37.5359661,126.9529781,37.5361229,126.950934,구도,기타,0.2
서울특별시 중구,동호로17다길,37.5542687,127.0051922,37.5537396,127.0051066,구도,급경사,0.08
서울특별시 마포구,신수로,37.5498485,126.9343711,37.5497991,126.93522,구도,급경사,0.12
서울특별시 중구,다산로4길,37.5496477,127.0076797,37.5496789,127.0081027,구도,고갯길,0.06
서울특별시 종로구,백석동길,37.5974244,126.9637461,37.5978729,126.9670069,구도,급경사,0.18
서울특별시 종로구,북악산로,37.6010953,126.9777443,37.5998015,126.9746475,시도,급경사,0.5
서울특별시 노원구 안전교통건설국 토목과,월계로44가길(숲속의집),37.6236816,127.0537696,37.6250894,127.05591,구도,급경사,0.21
서울특별시 종로구,자하문로41길,37.5971226,126.9617785,37.5967688,126.9615674,구도,급경사,0.7
서울특별시 종로구,진흥로 22길,37.6062016,126.9575755,37.59975,126.9571553,구도,급경사,0.13
서울특별시 종로구,북악산로,37.6029753,126.982122,37.604892,126.9851331,시도,급경사,1.3
서울특별시 노원구 안전교통건설국 토목과,재현중학교 앞,37.661171,127.0798273,37.6606998,127.0781777,구도,급경사,0.15
서울특별시 노원구 안전교통건설국 토목과,상계요양원,37.6745008,127.0613749,37.6740995,127.0611698,구도,급경사,0.06
서울특별시 마포구,서강로1길,37.5488032,126.9309282,37.5491891,126.9292688,구도,급경사,0.13
서울특별시 종로구,북악산로~인왕산로,37.5801152,126.9620359,37.58407,126.9628394,시도,산악지대,0.86
서울특별시 종로구,와룡공원길,37.5871691,126.9859579,37.5911823,126.9901189,구도,급경사,0.5
서울특별시 중구,동호로5길,37.5505502,127.0125294,37.5505502,127.0125294,구도,고갯길,0.15
서울특별시 종로구,북악산로,37.5931145,126.9668012,37.5941795,126.9679104,시도,급경사,0.2
서울특별시 종로구,창의문로5길,37.5910589,126.963825,37.591666,126.9636225,구도,급경사,0.04
서울특별시 종로구,율곡로19길,37.576504,127.0062307,37.5767965,127.0075287,구도,급경사,0.07
서울특별시 종로구,창신길,37.5791878,127.0100275,37.5782369,127.0090684,구도,급경사,0.13
서울특별시 노원구 안전교통건설국 토목과,수락산로(상계금호타운아파트),37.6677767,127.0673313,37.6674925,127.0700451,구도,급경사,0.12
서울특별시 종로구,사직로1다길,37.5738158,126.9626493,37.5740058,126.9629342,구도,급경사,0.95
서울특별시 노원구 안전교통건설국 토목과,불암현대아파트,37.6684222,127.0817254,37.6668573,127.0809195,구도,급경사,0.38
부산광역시 영도구,남항새싹길,35.0851144,129.0425661,35.0831329,129.0428333,지방도,급경사,1
서울특별시 종로구,성균관로13길,37.5904669,126.9959087,37.5903757,126.996664,구도,급경사,0.08
서울특별시 종로구,자하문로 35길,37.5909236,126.9665579,37.5921547,126.9670599,구도,급경사,0.28
서울특별시 종로구,자하문로36길,37.5902553,126.9677968,37.5901478,126.9666782,구도,급경사,0.07
서울특별시 종로구,평창14길,37.6096925,126.9674004,37.6103195,126.9675854,구도,급경사,0.06
서울특별시 종로구,동숭4길,37.5844117,127.0055334,37.5850762,127.0055461,구도,급커브,0.08
서울특별시 종로구,낙산길,37.5805361,127.0048773,37.5803248,127.0064161,구도,급경사,0.07
서울특별시 종로구,동숭4라길,37.5834906,127.0058142,37.5831212,127.0061822,구도,급경사,0.13
부산광역시 영도구,하나길,35.0914664,129.0461462,35.091655,129.0490917,지방도,급경사,1
서울특별시 종로구,인왕산로,37.5801152,126.9620359,37.5766659,126.9634638,시도,급경사,0.7
부산광역시 해운대구,해운대로61번길,35.1903306,129.1207536,35.1886479,129.1212672,지방도,급경사,1.1
서울특별시 종로구,낙산길,37.5812703,127.0124,37.5818803,127.0151427,구도,급경사,0.3
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.5329129,127.0617054,37.5310071,127.0642256,시도,고가도로,0.2
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.5310071,127.0642256,37.5312324,127.0643189,시도,고가도로,0.34
서울특별시 노원구 안전교통건설국 토목과,염불사,37.6820882,127.058015,37.683369,127.0643126,구도,산악지대,0.63
서울특별시 노원구 안전교통건설국 토목과,광운로17길(기원사),37.6228211,127.0561922,37.6223205,127.0572305,구도,급경사,0.1
인천광역시 중구,우회고가,37.4730625,126.6165646,37.4847061,126.6194919,구도,교량,1.4
부산광역시 영도구,하나길,35.0877018,129.04395,35.0872362,129.0463963,지방도,급경사,1
부산광역시 영도구,하나길,35.0885702,129.0447347,35.0885028,129.0471424,지방도,급경사,1
부산광역시 해운대구,청사포로,35.164509,129.1814703,35.160739,129.192725,지방도,급경사,1.3
부산광역시 영도구,동삼남로,35.0774368,129.0708079,35.0774854,129.0669137,지방도,급경사,1
서울특별시 노원구 안전교통건설국 토목과,덕암초,37.6658725,127.0787626,37.6668364,127.0808705,구도,급경사,0.23
서울특별시 노원구 안전교통건설국 토목과,월계2차한일아파트,37.6207756,127.0612866,37.6206707,127.0624559,구도,급경사,0.18
부산광역시 영도구,일산봉로,35.09042,129.0654512,35.084681,129.0651849,지방도,급경사,1
부산광역시 영도구,청학동로,35.0940494,129.0645705,35.0891725,129.0612031,지방도,급경사,1
부산광역시 해운대구,신반송로,35.229603,129.1566904,35.226447,129.1637469,지방도,급경사,0.6
부산광역시 영도구,와치로,35.0792371,129.0701962,35.0807618,129.0667961,지방도,급경사,1
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.531047,127.0645079,37.530817,127.0657243,시도,고가도로,0.12
서울특별시 재난안전실 도로기획관 도로시설과,내부순환로,37.5647931,126.9083794,37.5638996,126.9049689,시도,램프,0.47
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.6831145,127.0522513,37.6855302,127.0524887,시도,지하차도,0.5
서울특별시 중랑구,겸재로,37.5874026,127.0901294,37.5881207,127.0900666,구도,기타,0.1
서울특별시 중랑구,면목로,37.5814223,127.0884073,37.5814223,127.0884073,구도,기타,0.01
부산광역시 영도구,태종로,35.0967291,129.0611154,35.0899182,129.0673515,지방도,급경사,1
부산광역시 영도구,함지로,35.0842852,129.0624453,35.0738388,129.0653298,지방도,급경사,1
부산광역시 영도구,중리북로,35.0736951,129.0648898,35.0712201,129.0664515,지방도,급경사,1
부산광역시 영도구,본산로,35.0678292,129.080625,35.0666926,129.0777972,지방도,급경사,1
서울특별시 재난안전실 도로기획관 도로시설과,언주로,37.4593461,127.075336,37.4591912,127.0807272,시도,램프,0.36
인천광역시 남동구,무네미로,37.4525419,126.7474241,37.4451744,126.7441262,특별시도·광역시도,고가도로,2.1
부산광역시 영도구,해양로,35.0712688,129.0796942,35.0721969,129.0783846,지방도,급경사,1
부산광역시 영도구,봉래언덕길,35.0940308,129.0474901,35.0930239,129.0500607,지방도,급경사,1
부산광역시 영도구,와치로,35.085978,129.0663379,35.0875577,129.0604176,지방도,급경사,1
부산광역시 영도구,와치로,35.0757706,129.0631976,35.0753848,129.0684501,지방도,급경사,1
부산광역시 영도구,동삼로,35.0831368,129.0689457,35.0836883,129.0714716,지방도,급경사,1
부산광역시 영도구,태종로,35.0791335,129.0705002,35.0783109,129.073296,지방도,급경사,1
부산광역시 영도구,함지로,35.0736951,129.0648898,35.0760288,129.0654056,지방도,급경사,1
서울특별시 재난안전실 도로기획관 도로시설과,언주로,37.479986,127.0550919,37.4743047,127.0604157,시도,지하차도,0.13
부산광역시 영도구,절영로,35.0722977,129.074686,35.073327,129.0725795,지방도,급경사,1
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.5006934,127.0788898,37.4983855,127.082891,시도,램프,0.36
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.5125026,127.0678442,37.51606,127.0673794,시도,램프,0.33
부산광역시 영도구,태종로,35.0855347,129.0756762,35.0843309,129.0741768,지방도,급경사,1
인천광역시 남동구,덕골로,37.4298742,126.7239446,37.4314058,126.7262669,구도,급경사,0.2
서울특별시 중랑구,용마산로86길,37.5865138,127.0954229,37.5862816,127.0960131,구도,기타,0.11
서울특별시 재난안전실 도로기획관 도로시설과,내부순환로,37.5887244,126.9371131,37.5894792,126.9378463,시도,램프,0.49
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.6148659,127.0684017,37.6131253,127.0706332,시도,램프,0.17
서울특별시 재난안전실 도로기획관 도로시설과,내부순환로,37.5660859,127.0470639,37.5627312,127.0493534,시도,램프,0.7
서울특별시 중랑구,면목로,37.5832211,127.0930157,37.5831721,127.0934723,구도,기타,0.04
서울특별시 재난안전실 도로기획관 도로시설과,강남순환로,37.4372533,126.9000676,37.4383646,126.9014898,시도,램프,0.28
서울특별시 재난안전실 도로기획관 도로시설과,양재대로,37.4849783,127.0736139,37.4875877,127.0782373,시도,지하차도,0.16
서울특별시 재난안전실 도로기획관 도로시설과,고속국도1호선,37.5138612,127.0157789,37.5196719,127.0187515,시도,램프,0.5
대구광역시 달성군 건설과,군도1호선,35.6949125,128.4384751,35.6639517,128.4128292,군도,고갯길,18
대구광역시 달성군 건설과,군도3호선,35.7884703,128.4715804,35.7468066,128.5260129,군도,기타,6.8
대구광역시 달성군 건설과,군도4호선,35.6973481,128.4831968,35.7132363,128.5114578,군도,고갯길,3.4
대구광역시 달성군 건설과,면도101호선,35.6881088,128.4741744,35.702413,128.4932698,농어촌도로,고갯길,6
대구광역시 달성군 건설과,군도8호선,35.7978316,128.6228023,35.7290009,128.5595345,군도,고갯길,13
인천광역시 동구,화도진로,37.4813037,126.6293703,37.4833468,126.6296029,구도,고갯길,0.25
충청남도 천안시,노태산로,36.8387795,127.1308436,36.8342036,127.1275888,지방도,기타,0.4
인천광역시 동구,솔빛로,37.4766443,126.6403204,37.476724,126.638483,구도,고갯길,0.4
서울특별시 중랑구,용마산로,37.5813737,127.093142,37.5811069,127.0926428,구도,기타,0.08
서울특별시 재난안전실 도로기획관 도로시설과,동부간선도로,37.6186527,127.0702168,37.6175915,127.0699716,시도,램프,0.35
서울특별시 재난안전실 도로기획관 도로시설과,강남순환로,37.4384457,126.8983111,37.4417196,126.897609,시도,램프,0.57
서울특별시 재난안전실 도로기획관 도로시설과,강남순환로,37.4599454,127.0316046,37.460091,127.0279522,시도,램프,0.45
강원특별자치도 삼척시,국도7호선,37.4574515,129.164004,37.4565205,129.1669843,위임국도,고갯길,0.3
서울특별시 도로사업소 동부도로사업소,천호대교 남단램프,37.5403511,127.1202855,37.5420312,127.1194709,시도,램프,0.2
대구광역시 달성군 건설과,군도 10호선,35.7563264,128.4933886,35.73012,128.4637341,군도,고갯길,6.3
대구광역시 달성군 건설과,군도12호선,35.6473232,128.4539253,35.6448088,128.4788391,군도,기타,2.4
대구광역시 달성군 건설과,군도14호선,35.8805444,128.4591607,35.8999205,128.4458906,군도,고갯길,3
대구광역시 달성군 건설과,다사고~서재문화체육센터,35.8619397,128.4631604,35.8842958,128.5039253,군도,기타,7
대구광역시 달성군 건설과,최정산도로,35.7504411,128.6267157,35.7618445,128.6011391,지방도,고갯길,7
인천광역시 동구,제물량로,37.481753,126.6218892,37.479712,126.6200542,구도,고가도로,2
서울특별시 중랑구,용마산로40길,37.571712,127.0877838,37.5716527,127.0866737,구도,기타,0.13
서울특별시 중랑구,상봉중앙로8길,37.601952,127.0887522,37.6021492,127.0891069,구도,기타,0.04
서울특별시 중랑구,봉화산로45길,37.6045986,127.0900154,37.6050662,127.0888758,구도,기타,0.14
